asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1092,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted silhouette | flat shading | hard normals | matte solid colors | untextured,low,"matte flat-shaded facets, no texture detail",5974,27376,1520,119,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted silhouette"", ""flat shading"", ""hard normals"", ""matte solid colors"", ""untextured""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat-shaded facets, no texture detail"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,192,1,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | simple-forms | matte-surfaces | limited-palette | soft-ambient-occlusion,low,"matte untextured solid colors, no specular",5323,25904,48,107,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""flat-shaded"",""simple-forms"",""matte-surfaces"",""limited-palette"",""soft-ambient-occlusion""],""polycount_impression"":""low"",""surface_finish"":""matte untextured solid colors, no specular""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,768,2,1,claude-opus-5,stylised PBR,0.72,smooth-shaded | faceted silhouette | chipped paint decals | muted grey metal | game-ready prop,medium,matte cast iron with worn chips,5663,26639,783,101,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""smooth-shaded"",""faceted silhouette"",""chipped paint decals"",""muted grey metal"",""game-ready prop""],""polycount_impression"":""medium"",""surface_finish"":""matte cast iron with worn chips""}"
C5_tent,nature_kit,painterly-texture,,768,2,1,claude-opus-5,low-poly flat-shaded,0.88,flat shading | faceted silhouette | untextured solid color | minimal geometry | matte diffuse,low,"matte flat diffuse, no texture detail",4695,26639,783,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""flat shading"",""faceted silhouette"",""untextured solid color"",""minimal geometry"",""matte diffuse""],""polycount_impression"":""low"",""surface_finish"":""matte flat diffuse, no texture detail""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,1092,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal palette | visible polygons | stylised proportions,low,"matte, untextured, flat diffuse facets",6244,27376,1520,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""visible polygons"",""stylised proportions""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, flat diffuse facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,1,1,claude-opus-5,low-poly flat-shaded,0.82,flat shading | faceted geometry | solid color blocks | minimal detail | matte diffuse,low,"matte untextured, flat vertex-colored surfaces",5966,25955,99,124,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""flat shading"", ""faceted geometry"", ""solid color blocks"", ""minimal detail"", ""matte diffuse""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured, flat vertex-colored surfaces"" }"
C5_tent,nature_kit,painterly-texture,,512,1,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte surfaces | simple silhouette | untextured color blocks | sparse geometry | soft ambient shading,low,"matte, non-reflective, minimal texture detail",5939,26216,360,118,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte surfaces"", ""simple silhouette"", ""untextured color blocks"", ""sparse geometry"", ""soft ambient shading""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, minimal texture detail""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,1092,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted-planes | flat-shading | hard-edge-silhouette | untextured-solid-color | stylised-foliage-mass,low,"matte flat diffuse, no specular or texture",6210,27376,1520,122,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.94, ""attributes"": [""faceted-planes"", ""flat-shading"", ""hard-edge-silhouette"", ""untextured-solid-color"", ""stylised-foliage-mass""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat diffuse, no specular or texture""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,384,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat gradients | untextured surfaces | simple silhouette | saturated accent color,low,"matte, untextured, soft flat shading",5476,26051,195,122,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""faceted geometry"", ""flat gradients"", ""untextured surfaces"", ""simple silhouette"", ""saturated accent color""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, soft flat shading"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,2576,1,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | hard edges | untextured solid colors | minimal palette,low,"matte flat facets, no texture detail",6852,30661,4805,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.92,   ""attributes"": [""faceted geometry"", ""flat shading"", ""hard edges"", ""untextured solid colors"", ""minimal palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat facets, no texture detail"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,256,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | hard normals | minimal texture | soft studio light,low,"matte untextured facets, subtle ambient shading",5012,25955,99,119,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""hard normals"", ""minimal texture"", ""soft studio light""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured facets, subtle ambient shading"" }"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,512,2,1,claude-opus-5,stylised PBR,0.82,soft-rounded edges | smooth gradient shading | saturated orange palette | clay-like material | studio soft lighting,medium,"smooth matte semi-gloss, subtle soft highlights",5598,26216,360,112,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-rounded edges"",""smooth gradient shading"",""saturated orange palette"",""clay-like material"",""studio soft lighting""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte semi-gloss, subtle soft highlights""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,512,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | minimal palette | hard normals | game-ready prop,low,"matte, untextured, softly lit flat facets",5178,26216,360,100,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""hard normals"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, softly lit flat facets""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1568,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat matte colors | visible polygon edges | stylised props | soft ambient shading,low,matte untextured flat-shaded facets,5383,28991,3135,122,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted geometry"", ""flat matte colors"", ""visible polygon edges"", ""stylised props"", ""soft ambient shading""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat-shaded facets"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,192,3,1,claude-opus-5,low-poly flat-shaded,0.72,faceted-geometry | matte-clay | flat-lighting | limited-palette | chunky-forms,low,"matte untextured clay, soft flat shading",5161,25904,48,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""faceted-geometry"",""matte-clay"",""flat-lighting"",""limited-palette"",""chunky-forms""],""polycount_impression"":""low"",""surface_finish"":""matte untextured clay, soft flat shading""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,768,2,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | brushstroke detailing | warm brown palette | baked shading | diffuse-only surfaces,low,"matte hand-painted wood, non-reflective metal accents",6329,26639,783,120,"{""style_label"": ""painterly-texture"", ""confidence"": 0.78, ""attributes"": [""hand-painted wood grain"", ""brushstroke detailing"", ""warm brown palette"", ""baked shading"", ""diffuse-only surfaces""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte hand-painted wood, non-reflective metal accents""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.95,faceted geometry | flat shading | hard polygon edges | limited palette | stylised silhouette,low,"matte untextured flat facets, no specular",6296,30661,4805,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted geometry"",""flat shading"",""hard polygon edges"",""limited palette"",""stylised silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,768,3,1,claude-opus-5,stylised PBR,0.72,chunky bevels | hand-painted wood grain | game-ready prop | faceted metal bands | untextured grey metal,medium,"matte diffuse, soft shading, minimal specular",5954,26639,783,109,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky bevels"",""hand-painted wood grain"",""game-ready prop"",""faceted metal bands"",""untextured grey metal""],""polycount_impression"":""medium"",""surface_finish"":""matte diffuse, soft shading, minimal specular""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,192,3,1,claude-opus-5,low-poly flat-shaded,0.72,faceted geometry | flat matte diffuse | muted wood palette | minimal detail | soft ambient occlusion,low,"matte untextured, no specular highlights",5469,25904,48,114,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""faceted geometry"", ""flat matte diffuse"", ""muted wood palette"", ""minimal detail"", ""soft ambient occlusion""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured, no specular highlights""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,384,3,1,claude-opus-5,low-poly flat-shaded,0.72,untextured grey clay | faceted silhouette | soft ambient shading | minimal detail | neutral matte material,low,"matte untextured grey, faint painted scuffs",5756,26051,195,108,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""untextured grey clay"",""faceted silhouette"",""soft ambient shading"",""minimal detail"",""neutral matte material""],""polycount_impression"":""low"",""surface_finish"":""matte untextured grey, faint painted scuffs""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,192,1,1,claude-opus-5,stylised PBR,0.72,chunky proportions | soft ambient occlusion | warm wood tones | hand-painted feel | game-ready prop,low,"matte, softly shaded, subtle texture detail",5414,25904,48,106,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky proportions"",""soft ambient occlusion"",""warm wood tones"",""hand-painted feel"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, softly shaded, subtle texture detail""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,384,1,1,claude-opus-5,painterly-texture,0.63,hand-painted wood grain | warm brown palette | soft baked shading | chunky metal brackets | game-ready prop,low,"matte painted wood, subtle grain streaks",5583,26051,195,114,"{""style_label"": ""painterly-texture"", ""confidence"": 0.63, ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft baked shading"", ""chunky metal brackets"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte painted wood, subtle grain streaks""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,512,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat grey metal | chamfered edges | simple wood texture | game-ready prop,low,"matte, untextured metal with flat wood panels",5861,26216,360,105,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""flat grey metal"",""chamfered edges"",""simple wood texture"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured metal with flat wood panels""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,1092,3,1,claude-opus-5,stylised PBR,0.62,hand-painted wood grain | warm brown palette | soft matte shading | clean modular geometry | prop-style asset,medium,"matte painted wood, soft metal, translucent canvas",6148,27376,1520,128,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.62,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft matte shading"", ""clean modular geometry"", ""prop-style asset""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood, soft metal, translucent canvas"" }"
A5_cart,Modular Village,low-poly flat-shaded,,192,1,1,claude-opus-5,low-poly flat-shaded,0.72,untextured | monochrome beige | clay render | faceted planks | soft ambient shading,medium,"matte untextured clay, no specular highlights",5463,25904,48,118,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""untextured"", ""monochrome beige"", ""clay render"", ""faceted planks"", ""soft ambient shading""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte untextured clay, no specular highlights"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,768,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | hard edges | limited palette | visible polygons,low,matte untextured flat facets,5738,26639,783,92,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""hard edges"",""limited palette"",""visible polygons""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,512,3,1,claude-opus-5,low-poly flat-shaded,0.87,faceted geometry | flat matte shading | muted palette | soft ambient occlusion | stylised props,low,"matte untextured, soft diffuse, no specular",5715,26216,360,105,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.87,""attributes"":[""faceted geometry"",""flat matte shading"",""muted palette"",""soft ambient occlusion"",""stylised props""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, soft diffuse, no specular""}"
A4_hammerhead,ocean,low-poly flat-shaded,,256,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted planes | flat shading | muted slate blue | visible silhouette edges | untextured solid color,low,"matte flat facets, no texture detail",6446,25955,99,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted planes"",""flat shading"",""muted slate blue"",""visible silhouette edges"",""untextured solid color""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture detail""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,192,2,1,claude-opus-5,low-poly flat-shaded,0.62,chunky silhouette | flat grey metal | simple wood planks | beveled edges | game-ready prop,low,matte untextured plastic with simple wood grain,5537,25904,48,124,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.62,   ""attributes"": [""chunky silhouette"", ""flat grey metal"", ""simple wood planks"", ""beveled edges"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured plastic with simple wood grain"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,256,2,1,claude-opus-5,low-poly flat-shaded,0.82,chamfered edges | flat shading | game-ready prop | minimal texture detail | neutral grey metal,low,matte untextured grey with simple wood panels,5310,25955,99,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""chamfered edges"",""flat shading"",""game-ready prop"",""minimal texture detail"",""neutral grey metal""],""polycount_impression"":""low"",""surface_finish"":""matte untextured grey with simple wood panels""}"
C5_tent,nature_kit,painterly-texture,,384,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte green | simple silhouette | untextured surface | soft ambient shading | minimal detail,low,"matte, non-reflective, uniform diffuse fabric",5850,26051,195,107,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""flat matte green"",""simple silhouette"",""untextured surface"",""soft ambient shading"",""minimal detail""],""polycount_impression"":""low"",""surface_finish"":""matte, non-reflective, uniform diffuse fabric""}"
A5_cart,Modular Village,low-poly flat-shaded,,192,2,1,claude-opus-5,low-poly flat-shaded,0.72,untextured clay | monochrome beige | flat shading | simple geometry | neutral studio light,medium,"matte untextured clay, no specular highlights",5066,25904,48,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""untextured clay"",""monochrome beige"",""flat shading"",""simple geometry"",""neutral studio light""],""polycount_impression"":""medium"",""surface_finish"":""matte untextured clay, no specular highlights""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,192,2,1,claude-opus-5,low-poly flat-shaded,0.72,untextured grey | flat matte | simple silhouette | clay render | soft ambient shading,medium,"untextured matte grey clay, no specular",6170,25904,48,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""untextured grey"",""flat matte"",""simple silhouette"",""clay render"",""soft ambient shading""],""polycount_impression"":""medium"",""surface_finish"":""untextured matte grey clay, no specular""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,1568,1,1,claude-opus-5,low-poly flat-shaded,0.72,chunky bevels | faceted planes | hand-painted wood grain | game-ready prop | matte diffuse,low,"matte diffuse, minimal specular, painted texture detail",5771,28991,3135,130,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""chunky bevels"", ""faceted planes"", ""hand-painted wood grain"", ""game-ready prop"", ""matte diffuse""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte diffuse, minimal specular, painted texture detail"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,1092,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted-planes | flat-shading | hard-edges | limited-palette | stylised-foliage,low,matte untextured flat facets,5085,27376,1520,97,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted-planes"",""flat-shading"",""hard-edges"",""limited-palette"",""stylised-foliage""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,3,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | matte plastic | warm orange palette | smooth gradients | clean studio lighting,medium,smooth matte plastic with soft specular falloff,6599,26051,195,123,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.82,   ""attributes"": [""soft rounded edges"", ""matte plastic"", ""warm orange palette"", ""smooth gradients"", ""clean studio lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte plastic with soft specular falloff"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,384,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | pastel palette | minimal detail | soft studio lighting,low,"matte untextured, visible flat polygon facets",5138,26051,195,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""pastel palette"",""minimal detail"",""soft studio lighting""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, visible flat polygon facets""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,192,3,1,claude-opus-5,low-poly flat-shaded,0.82,chunky forms | matte diffuse | soft ambient occlusion | faceted geometry | muted pastel palette,low,"matte untextured, soft shading, no specular highlights",5087,25904,48,129,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""chunky forms"", ""matte diffuse"", ""soft ambient occlusion"", ""faceted geometry"", ""muted pastel palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured, soft shading, no specular highlights"" }"
A4_hammerhead,ocean,low-poly flat-shaded,,768,1,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | angular silhouette | monochrome slate,low,"matte flat facets, no texture detail",4870,26639,783,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted"",""flat-shaded"",""untextured"",""angular silhouette"",""monochrome slate""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture detail""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,2,1,claude-opus-5,low-poly flat-shaded,0.83,faceted geometry | chunky forms | soft gradient shading | flat saturated palette | no texture detail,low,"matte, smooth-shaded facets with subtle gradients",5542,27376,1520,128,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.83,   ""attributes"": [""faceted geometry"", ""chunky forms"", ""soft gradient shading"", ""flat saturated palette"", ""no texture detail""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, smooth-shaded facets with subtle gradients"" }"
C5_tent,nature_kit,painterly-texture,,1092,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte green | faceted tarp | minimal detail | untextured surfaces | simple wooden stakes,low,"matte, non-reflective, flat diffuse shading",5901,27376,1520,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte green"", ""faceted tarp"", ""minimal detail"", ""untextured surfaces"", ""simple wooden stakes""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, flat diffuse shading""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,192,2,1,claude-opus-5,low-poly flat-shaded,0.82,chunky-forms | flat-color | soft-ambient-occlusion | isometric-prop | mobile-game-ready,low,matte untextured flat vertex color,5725,25904,48,114,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""chunky-forms"", ""flat-color"", ""soft-ambient-occlusion"", ""isometric-prop"", ""mobile-game-ready""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured flat vertex color""}"
A4_hammerhead,ocean,low-poly flat-shaded,,384,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard normals | monochrome slate blue | minimal silhouette,low,"matte untextured flat facets, no specular",6158,26051,195,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted planes"",""flat shading"",""hard normals"",""monochrome slate blue"",""minimal silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,2576,1,1,claude-opus-5,painterly-texture,0.66,hand-painted wood grain | soft diffuse shading | stylised game prop | flat metal fittings | matte non-reflective surfaces,medium,"matte hand-painted wood, dull grey metal",6815,30661,4805,122,"{""style_label"": ""painterly-texture"", ""confidence"": 0.66, ""attributes"": [""hand-painted wood grain"", ""soft diffuse shading"", ""stylised game prop"", ""flat metal fittings"", ""matte non-reflective surfaces""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte hand-painted wood, dull grey metal""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,2576,1,1,claude-opus-5,low-poly flat-shaded,0.86,faceted geometry | chamfered edges | soft gradient shading | flat solid colors | warm palette,low,"smooth matte, untextured, subtle vertex gradients",7237,30661,4805,127,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.86,   ""attributes"": [""faceted geometry"", ""chamfered edges"", ""soft gradient shading"", ""flat solid colors"", ""warm palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""smooth matte, untextured, subtle vertex gradients"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | matte solid colors | untextured | simple silhouette | soft ambient occlusion,low,"matte diffuse, slight bevel, no texture detail",6643,25955,99,127,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""faceted geometry"", ""matte solid colors"", ""untextured"", ""simple silhouette"", ""soft ambient occlusion""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte diffuse, slight bevel, no texture detail"" }"
A5_cart,Modular Village,low-poly flat-shaded,,384,2,1,claude-opus-5,low-poly flat-shaded,0.86,flat shading | faceted geometry | muted beige palette | untextured solids | isometric game prop,low,"matte, non-reflective flat diffuse color",5057,26051,195,121,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.86,   ""attributes"": [""flat shading"", ""faceted geometry"", ""muted beige palette"", ""untextured solids"", ""isometric game prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, non-reflective flat diffuse color"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,384,1,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | hard edges | untextured solid color | minimal palette,low,"matte flat-shaded, no texture or specular",4706,26051,195,100,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""hard edges"",""untextured solid color"",""minimal palette""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture or specular""}"
A5_cart,Modular Village,low-poly flat-shaded,,768,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat matte shading | muted beige palette | isometric view | no texture maps,low,matte untextured flat-shaded vertex color,5574,26639,783,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat matte shading"",""muted beige palette"",""isometric view"",""no texture maps""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded vertex color""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,512,1,1,claude-opus-5,low-poly flat-shaded,0.72,faceted geometry | flat gradients | untextured | simple palette | isometric render,low,matte untextured with soft vertex shading,6688,26216,360,95,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""faceted geometry"",""flat gradients"",""untextured"",""simple palette"",""isometric render""],""polycount_impression"":""low"",""surface_finish"":""matte untextured with soft vertex shading""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,768,2,1,claude-opus-5,low-poly flat-shaded,0.91,faceted-geometry | flat-shading | untextured-solid-color | chunky-silhouette | game-ready-prop,low,"matte flat diffuse, no specular detail",6476,26639,783,109,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.91,""attributes"":[""faceted-geometry"",""flat-shading"",""untextured-solid-color"",""chunky-silhouette"",""game-ready-prop""],""polycount_impression"":""low"",""surface_finish"":""matte flat diffuse, no specular detail""}"
C5_tent,nature_kit,painterly-texture,,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte surfaces | faceted geometry | untextured solid color | dark green canvas | simple stake props,low,"matte, non-reflective flat diffuse shading",5250,25955,99,107,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""flat matte surfaces"",""faceted geometry"",""untextured solid color"",""dark green canvas"",""simple stake props""],""polycount_impression"":""low"",""surface_finish"":""matte, non-reflective flat diffuse shading""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,2576,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | hand-painted palette | stylised props | clean silhouettes,low,matte untextured flat vertex color,6232,30661,4805,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""hand-painted palette"",""stylised props"",""clean silhouettes""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat vertex color""}"
